,level_0,index,userId,movieId,rating,timestampRating,tag,timestampTag,title,genres,titleOnly,year,genreCat,tagSentiment
538,550,550,599,296,5.0,1498456867,great soundtrack,1498456380,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.6249
539,551,551,599,296,5.0,1498456867,gritty,1498456426,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
540,552,552,599,296,5.0,1498456867,guns,1498456450,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
541,553,553,599,296,5.0,1498456867,Harvey Keitel,1498456684,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
542,554,554,599,296,5.0,1498456867,heroin,1498456483,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.4939
543,555,555,599,296,5.0,1498456867,Highly quotable,1498456400,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
544,556,556,599,296,5.0,1498456867,hit men,1498456412,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
545,557,557,599,296,5.0,1498456867,hitman,1498456505,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
546,558,558,599,296,5.0,1498456867,homosexuality,1498456562,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
547,559,559,599,296,5.0,1498456867,humour,1498456564,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.4767
548,560,560,599,296,5.0,1498456867,iconic,1498456488,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
549,561,561,599,296,5.0,1498456867,imdb top 250,1498456388,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.2023
550,562,562,599,296,5.0,1498456867,innovative,1498456490,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.4404
551,563,563,599,296,5.0,1498456867,intellectual,1498456565,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.5106
552,564,564,599,296,5.0,1498456867,intelligent,1498456462,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.4588
553,565,565,599,296,5.0,1498456867,intense,1498456411,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0772
554,566,566,599,296,5.0,1498456867,interesting,1498456541,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.4019
555,567,567,599,296,5.0,1498456867,intertwining storylines,1498456460,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
556,568,568,599,296,5.0,1498456867,interwoven storylines,1498456567,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
557,569,569,599,296,5.0,1498456867,ironic,1498456491,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.128
558,570,570,599,296,5.0,1498456867,irony,1498456458,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.0516
559,571,571,599,296,5.0,1498456867,John Travolta,1498456374,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
560,572,572,599,296,5.0,1498456867,killer-as-protagonist,1498456494,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
561,573,573,599,296,5.0,1498456867,los angeles,1498456569,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
562,574,574,599,296,5.0,1498456867,Mafia,1498456414,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
563,575,575,599,296,5.0,1498456867,masterpiece,1498456371,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.6249
564,576,576,599,296,5.0,1498456867,meaningless violence,1498456571,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.7906
565,577,577,599,296,5.0,1498456867,milkshake,1498456572,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
566,578,578,599,296,5.0,1498456867,mobster,1498456574,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
567,579,579,599,296,5.0,1498456867,mobsters,1498456575,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
568,580,580,599,296,5.0,1498456867,monologue,1498456577,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
569,581,581,599,296,5.0,1498456867,motherfucker,1498456497,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.6808
570,582,582,599,296,5.0,1498456867,multiple stories,1498456498,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
571,583,583,599,296,5.0,1498456867,multiple storylines,1498456343,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
572,584,584,599,296,5.0,1498456867,neo-noir,1498456486,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
573,585,585,599,296,5.0,1498456867,noir,1498456408,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
574,586,586,599,296,5.0,1498456867,non-linear,1498456367,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
575,587,587,599,296,5.0,1498456867,non-linear timeline,1498456578,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
576,588,588,599,296,5.0,1498456867,nonlinear,1498456341,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
577,589,589,599,296,5.0,1498456867,nonlinear narrative,1498456457,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
578,590,590,599,296,5.0,1498456867,nonlinear storyline,1498456580,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
579,591,591,599,296,5.0,1498456867,nonlinear timeline,1498456581,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
580,592,592,599,296,5.0,1498456867,notable soundtrack,1498456393,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
581,593,593,599,296,5.0,1498456867,offensive,1498456583,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.4588
582,594,594,599,296,5.0,1498456867,organised crime,1498456585,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.5423
583,595,595,599,296,5.0,1498456867,organized crime,1498456363,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.5423
584,596,596,599,296,5.0,1498456867,original,1498456479,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.3182
585,597,597,599,296,5.0,1498456867,original plot,1498456455,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.3182
586,598,598,599,296,5.0,1498456867,out of order,1498456586,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
587,599,599,599,296,5.0,1498456867,Palme d'Or,1498456690,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
588,600,600,599,296,5.0,1498456867,parody,1498456591,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
589,601,601,599,296,5.0,1498456867,philosophical,1498456500,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
590,602,602,599,296,5.0,1498456867,pop culture references,1498456478,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
591,603,603,599,296,5.0,1498456867,psychological,1498456593,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
592,604,604,599,296,5.0,1498456867,pulp,1498456484,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
593,605,605,599,296,5.0,1498456867,Quentin Tarantino,1498456338,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
594,606,606,599,296,5.0,1498456867,quirky,1498456364,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
595,607,607,599,296,5.0,1498456867,Quotable,1498456446,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
596,608,608,599,296,5.0,1498456867,r:disturbing violent content including rape,1498456502,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.8625
597,609,609,599,296,5.0,1498456867,r:disturbing violent images,1498456595,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.5994
598,610,610,599,296,5.0,1498456867,r:graphic sexuality,1498456597,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
599,611,611,599,296,5.0,1498456867,r:some violence,1498456599,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.6249
600,612,612,599,296,5.0,1498456867,r:strong bloody violence,1498456601,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.7906
601,613,613,599,296,5.0,1498456867,r:strong language,1498456452,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
602,614,614,599,296,5.0,1498456867,r:sustained strong stylized violence,1498456603,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.2023
603,615,615,599,296,5.0,1498456867,r:violence,1498456424,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
604,616,616,599,296,5.0,1498456867,random,1498456503,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
605,617,617,599,296,5.0,1498456867,rape,1498456417,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.6908
606,618,618,599,296,5.0,1498456867,retro,1498456442,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
607,619,619,599,296,5.0,1498456867,Roger Avary,1498456682,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
608,620,620,599,296,5.0,1498456867,royal with cheese,1498456610,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
609,621,621,599,296,5.0,1498456867,Samuel L. Jackson,1498456342,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
610,622,622,599,296,5.0,1498456867,sarcasm,1498456612,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.2263
611,623,623,599,296,5.0,1498456867,satire,1498456614,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
612,624,624,599,296,5.0,1498456867,sexy,1498456615,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.5267
613,625,625,599,296,5.0,1498456867,smart writing,1498456617,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.4019
614,626,626,599,296,5.0,1498456867,sophisticated,1498456618,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.5574
615,627,627,599,296,5.0,1498456867,soundtrack,1498456439,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
616,628,628,599,296,5.0,1498456867,splatter,1498456620,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
617,629,629,599,296,5.0,1498456867,Steve Buscemi,1498456694,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
618,630,630,599,296,5.0,1498456867,storytelling,1498456375,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
619,631,631,599,296,5.0,1498456867,stylish,1498456398,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
620,632,632,599,296,5.0,1498456867,stylized,1498456354,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
621,633,633,599,296,5.0,1498456867,suspense,1498456680,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
622,634,634,599,296,5.0,1498456867,Tarantino,1498456358,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
623,635,635,599,296,5.0,1498456867,thought-provoking,1498456638,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
624,636,636,599,296,5.0,1498456867,thriller,1498456415,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.1027
625,637,637,599,296,5.0,1498456867,travolta,1498456539,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
626,638,638,599,296,5.0,1498456867,twist ending,1498456639,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
627,639,639,599,296,5.0,1498456867,Uma Thurman,1498456370,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
628,640,640,599,296,5.0,1498456867,unique,1498456641,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
629,641,641,599,296,5.0,1498456867,unpredictable,1498456476,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
630,642,642,599,296,5.0,1498456867,unusual,1498456642,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
631,643,643,599,296,5.0,1498456867,very funny,1498456434,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.4927
632,644,644,599,296,5.0,1498456867,violence,1498456347,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.6249
633,645,645,599,296,5.0,1498456867,violent,1498456366,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,-0.5994
634,646,646,599,296,5.0,1498456867,witty,1498456437,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,196,0.0
635,654,654,106,106489,5.0,1467360741,adventure,1467566979,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX,"Hobbit: The Desolation of Smaug, The",2013,150,0.3182
636,655,655,119,101142,4.0,1436042420,animation,1436563067,"Croods, The (2013)",Adventure|Animation|Comedy,"Croods, The",2013,113,0.0
637,656,656,119,101142,4.0,1436042420,funny,1436563067,"Croods, The (2013)",Adventure|Animation|Comedy,"Croods, The",2013,113,0.4404
638,657,657,119,101142,4.0,1436042420,stone age,1436563067,"Croods, The (2013)",Adventure|Animation|Comedy,"Croods, The",2013,113,0.0
639,658,658,119,115617,5.0,1435943203,animation,1435944890,Big Hero 6 (2014),Action|Animation|Comedy,Big Hero 6,2014,41,0.0
640,659,659,119,115617,5.0,1435943203,kids,1435944890,Big Hero 6 (2014),Action|Animation|Comedy,Big Hero 6,2014,41,0.0
641,660,660,119,115617,5.0,1435943203,robots,1435944890,Big Hero 6 (2014),Action|Animation|Comedy,Big Hero 6,2014,41,0.0
642,661,661,177,115617,5.0,1435523609,feel-good,1435523876,Big Hero 6 (2014),Action|Animation|Comedy,Big Hero 6,2014,41,0.0
643,662,662,177,115617,5.0,1435523609,fun family movie,1435523876,Big Hero 6 (2014),Action|Animation|Comedy,Big Hero 6,2014,41,0.5106
644,663,663,177,115617,5.0,1435523609,very funny,1435523876,Big Hero 6 (2014),Action|Animation|Comedy,Big Hero 6,2014,41,0.4927
645,664,664,119,120635,4.5,1437859125,action,1438439306,Taken 3 (2015),Action|Crime|Thriller,Taken 3,2015,72,0.0
646,665,665,119,120635,4.5,1437859125,murder,1438439306,Taken 3 (2015),Action|Crime|Thriller,Taken 3,2015,72,-0.6908
647,666,666,119,120635,4.5,1437859125,police,1438439306,Taken 3 (2015),Action|Crime|Thriller,Taken 3,2015,72,0.0
648,667,667,125,1726,4.5,1474483288,Kevin Costner,1474483317,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,"Postman, The",1997,21,0.0
649,668,668,125,1726,4.5,1474483288,Post apocalyptic,1474483320,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,"Postman, The",1997,21,-0.6597
650,669,669,125,2387,4.5,1474382209,dark comedy,1474382225,Very Bad Things (1998),Comedy|Crime,Very Bad Things,1998,190,0.3612
651,670,670,125,2387,4.5,1474382209,dark humor,1474382223,Very Bad Things (1998),Comedy|Crime,Very Bad Things,1998,190,0.2732
652,671,671,125,3052,5.0,1474591641,irreverent,1474592072,Dogma (1999),Adventure|Comedy|Fantasy,Dogma,1999,130,0.0
653,672,672,125,3052,5.0,1474591641,jay and silent bob,1474592004,Dogma (1999),Adventure|Comedy|Fantasy,Dogma,1999,130,0.0
654,673,673,125,3052,5.0,1474591641,Kevin Smith,1474592000,Dogma (1999),Adventure|Comedy|Fantasy,Dogma,1999,130,0.0
655,674,674,125,3052,5.0,1474591641,satire,1474591997,Dogma (1999),Adventure|Comedy|Fantasy,Dogma,1999,130,0.0
656,675,675,474,3052,4.0,1007320487,religion,1137191859,Dogma (1999),Adventure|Comedy|Fantasy,Dogma,1999,130,0.0
657,687,687,125,7254,5.0,1474289782,alternate reality,1474381441,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,The Butterfly Effect,2004,296,0.0
658,688,688,125,7254,5.0,1474289782,sci-fi,1474381448,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,The Butterfly Effect,2004,296,0.0
659,689,689,125,7254,5.0,1474289782,science fiction,1474381455,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,The Butterfly Effect,2004,296,0.0
660,690,690,125,7254,5.0,1474289782,time travel,1474381439,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,The Butterfly Effect,2004,296,0.0
661,691,691,125,8957,5.0,1474141821,brutal,1474382001,Saw (2004),Horror|Mystery|Thriller,Saw,2004,311,-0.6249
662,692,692,125,8957,5.0,1474141821,clever,1474382019,Saw (2004),Horror|Mystery|Thriller,Saw,2004,311,0.4588
663,693,693,125,8957,5.0,1474141821,Disturbing,1474382015,Saw (2004),Horror|Mystery|Thriller,Saw,2004,311,-0.5106
664,694,694,125,8957,5.0,1474141821,great ending,1474381987,Saw (2004),Horror|Mystery|Thriller,Saw,2004,311,0.6249
665,695,695,125,8957,5.0,1474141821,mindfuck,1474381982,Saw (2004),Horror|Mystery|Thriller,Saw,2004,311,0.0
666,696,696,125,8957,5.0,1474141821,surprise ending,1474381973,Saw (2004),Horror|Mystery|Thriller,Saw,2004,311,0.2732
667,697,697,125,8957,5.0,1474141821,suspense,1474381994,Saw (2004),Horror|Mystery|Thriller,Saw,2004,311,0.0
668,700,700,125,58301,5.0,1474294530,dark humor,1474381561,Funny Games U.S. (2007),Drama|Thriller,Funny Games U.S.,2007,297,0.2732
669,701,701,567,58301,4.5,1525283351,dark,1525283356,Funny Games U.S. (2007),Drama|Thriller,Funny Games U.S.,2007,297,0.0
670,702,702,567,58301,4.5,1525283351,dark humor,1525283360,Funny Games U.S. (2007),Drama|Thriller,Funny Games U.S.,2007,297,0.2732
671,703,703,567,58301,4.5,1525283351,intelligent,1525283358,Funny Games U.S. (2007),Drama|Thriller,Funny Games U.S.,2007,297,0.4588
672,704,704,567,58301,4.5,1525283351,thought-provoking,1525283367,Funny Games U.S. (2007),Drama|Thriller,Funny Games U.S.,2007,297,0.0
673,705,705,125,60950,5.0,1474591720,threesome,1474591817,Vicky Cristina Barcelona (2008),Comedy|Drama|Romance,Vicky Cristina Barcelona,2008,213,0.0
674,706,706,125,62434,4.5,1474371925,Seth Rogen,1474592476,Zack and Miri Make a Porno (2008),Comedy|Drama|Romance,Zack and Miri Make a Porno,2008,213,0.0
675,707,707,125,62434,4.5,1474371925,Sexual Humor,1474592473,Zack and Miri Make a Porno (2008),Comedy|Drama|Romance,Zack and Miri Make a Porno,2008,213,0.2732
676,708,708,125,67695,5.0,1474294341,Seth Rogen,1474382123,Observe and Report (2009),Action|Comedy,Observe and Report,2009,45,0.0
677,709,709,125,100083,5.0,1474141969,embarassing scenes,1474377075,Movie 43 (2013),Comedy,Movie 43,2013,189,0.0
678,710,710,125,100083,5.0,1474141969,offensive,1474377060,Movie 43 (2013),Comedy,Movie 43,2013,189,-0.4588
679,711,711,125,100083,5.0,1474141969,R language,1474377035,Movie 43 (2013),Comedy,Movie 43,2013,189,0.0
680,712,712,125,100083,5.0,1474141969,sarcasm,1474377015,Movie 43 (2013),Comedy,Movie 43,2013,189,-0.2263
681,713,713,125,100083,5.0,1474141969,satire,1474381901,Movie 43 (2013),Comedy,Movie 43,2013,189,0.0
682,714,714,125,156371,4.0,1474469682,80's,1474469700,Everybody Wants Some (2016),Comedy,Everybody Wants Some,2016,189,0.0
683,715,715,125,158872,5.0,1474141733,Crude humor,1474382035,Sausage Party (2016),Animation|Comedy,Sausage Party,2016,168,-0.3818
684,716,716,125,158872,5.0,1474141733,mindfuck,1474382087,Sausage Party (2016),Animation|Comedy,Sausage Party,2016,168,0.0
685,717,717,125,158872,5.0,1474141733,sarcasm,1474382053,Sausage Party (2016),Animation|Comedy,Sausage Party,2016,168,-0.2263
686,718,718,125,158872,5.0,1474141733,satire,1474382047,Sausage Party (2016),Animation|Comedy,Sausage Party,2016,168,0.0
687,719,719,125,158872,5.0,1474141733,Vulgar,1474382100,Sausage Party (2016),Animation|Comedy,Sausage Party,2016,168,0.0
688,720,720,132,3556,4.0,1157924198,sofia coppola,1163148016,"Virgin Suicides, The (1999)",Drama|Romance,"Virgin Suicides, The",1999,290,0.0
689,721,721,474,3556,4.0,1115584884,1970s,1138032871,"Virgin Suicides, The (1999)",Drama|Romance,"Virgin Suicides, The",1999,290,0.0
690,722,722,474,3556,4.0,1115584884,suicide,1138032871,"Virgin Suicides, The (1999)",Drama|Romance,"Virgin Suicides, The",1999,290,-0.6705
691,723,723,132,6323,3.0,1157924990,John Cusack,1161800041,Identity (2003),Crime|Horror|Mystery|Thriller,Identity,2003,253,0.0
692,724,724,132,6367,3.0,1161799862,Ewan McGregor,1161799885,Down with Love (2003),Comedy|Romance,Down with Love,2003,229,0.0
693,725,725,132,6367,3.0,1161799862,Renee Zellweger,1161799951,Down with Love (2003),Comedy|Romance,Down with Love,2003,229,0.0
694,726,726,474,6367,4.0,1100292008,retro,1138039562,Down with Love (2003),Comedy|Romance,Down with Love,2003,229,0.0
695,727,727,138,59103,4.5,1222676542,jackie chan,1222676394,"Forbidden Kingdom, The (2008)",Action|Adventure|Comedy|Fantasy,"Forbidden Kingdom, The",2008,12,0.0
696,728,728,138,59103,4.5,1222676542,kung fu,1222676405,"Forbidden Kingdom, The (2008)",Action|Adventure|Comedy|Fantasy,"Forbidden Kingdom, The",2008,12,-0.6908
697,729,729,161,52287,4.0,1176498804,Something for everyone in this one... saw it without and plan on seeing it with kids!,1176498861,Meet the Robinsons (2007),Action|Adventure|Animation|Children|Comedy|Sci-Fi,Meet the Robinsons,2007,3,0.0
698,765,765,166,54286,5.0,1188774329,assassin,1188774519,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,"Bourne Ultimatum, The",2007,72,0.0
699,766,766,166,54286,5.0,1188774329,assassin-in-training (scene),1188774517,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,"Bourne Ultimatum, The",2007,72,0.0
700,767,767,166,54286,5.0,1188774329,espionage,1188774515,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,"Bourne Ultimatum, The",2007,72,0.0
701,768,768,166,54286,5.0,1188774329,Robert Ludlum,1188774524,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,"Bourne Ultimatum, The",2007,72,0.0
702,769,769,167,104,4.0,1154718729,test tag,1154718872,Happy Gilmore (1996),Comedy,Happy Gilmore,1996,189,0.0
703,770,770,474,104,2.0,978576279,golf,1137374014,Happy Gilmore (1996),Comedy,Happy Gilmore,1996,189,0.0
704,771,771,477,104,4.0,1200940046,Adam Sandler,1244787691,Happy Gilmore (1996),Comedy,Happy Gilmore,1996,189,0.0
705,772,772,184,2579,4.0,1537094293,black and white,1537094307,Following (1998),Crime|Mystery|Thriller,Following,1998,256,0.0
706,773,773,184,2579,4.0,1537094293,Christopher Nolan,1537094326,Following (1998),Crime|Mystery|Thriller,Following,1998,256,0.0
707,774,774,184,2579,4.0,1537094293,directorial debut,1537094323,Following (1998),Crime|Mystery|Thriller,Following,1998,256,0.0
708,775,775,184,2579,4.0,1537094293,mindfuck,1537094375,Following (1998),Crime|Mystery|Thriller,Following,1998,256,0.0
709,776,776,184,2579,4.0,1537094293,not linear,1537094318,Following (1998),Crime|Mystery|Thriller,Following,1998,256,0.0
710,777,777,184,2579,4.0,1537094293,Twist Ending,1537094309,Following (1998),Crime|Mystery|Thriller,Following,1998,256,0.0
711,778,778,474,2579,4.0,1046978769,black and white,1138032056,Following (1998),Crime|Mystery|Thriller,Following,1998,256,0.0
712,779,779,184,3793,3.5,1537094351,action,1537094381,X-Men (2000),Action|Adventure|Sci-Fi,X-Men,2000,35,0.0
713,780,780,184,3793,3.5,1537094351,comic book,1537094359,X-Men (2000),Action|Adventure|Sci-Fi,X-Men,2000,35,0.0
714,781,781,184,3793,3.5,1537094351,hugh jackman,1537094370,X-Men (2000),Action|Adventure|Sci-Fi,X-Men,2000,35,0.0
715,782,782,184,3793,3.5,1537094351,marvel,1537094366,X-Men (2000),Action|Adventure|Sci-Fi,X-Men,2000,35,0.4215
716,783,783,184,3793,3.5,1537094351,superhero,1537094354,X-Men (2000),Action|Adventure|Sci-Fi,X-Men,2000,35,0.0
717,784,784,474,3793,4.5,1081177383,superhero,1137205670,X-Men (2000),Action|Adventure|Sci-Fi,X-Men,2000,35,0.0
718,785,785,184,4226,5.0,1537094440,dark,1537094453,Memento (2000),Mystery|Thriller,Memento,2000,321,0.0
719,786,786,184,4226,5.0,1537094440,Mindfuck,1537094464,Memento (2000),Mystery|Thriller,Memento,2000,321,0.0
720,787,787,184,4226,5.0,1537094440,nonlinear,1537094445,Memento (2000),Mystery|Thriller,Memento,2000,321,0.0
721,788,788,184,4226,5.0,1537094440,psychology,1537094448,Memento (2000),Mystery|Thriller,Memento,2000,321,0.0
722,789,789,184,4226,5.0,1537094440,twist ending,1537094447,Memento (2000),Mystery|Thriller,Memento,2000,321,0.0
723,790,790,424,4226,4.5,1457843531,mystery,1457842983,Memento (2000),Mystery|Thriller,Memento,2000,321,0.0
724,791,791,424,4226,4.5,1457843531,psychological,1457842979,Memento (2000),Mystery|Thriller,Memento,2000,321,0.0
725,792,792,424,4226,4.5,1457843531,twist ending,1457842977,Memento (2000),Mystery|Thriller,Memento,2000,321,0.0
